Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.70, 2018)",SIR_2015,Months,Notes
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000129,Central Valley Specialty Hospital,Stanislaus,Long-term Acute Care Hospital,LTAC,2,3.67,27888,0.55,0.09,1.80,Same,Yes,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016419,HealthSouth Rehabilitation Hospital of Modesto,Stanislaus,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.22,11825,0.00,0.00,16.41,Same,Yes,,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011844,"Sutter Surgical Hospital, North Valley",Sutter,Acute Care Hospital,Community (<125 Beds),0,0.02,1601,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000020,St. Elizabeth Community Hospital,Tehama,Acute Care Hospital,Major Teaching,0,0.27,9718,0.00,0.00,13.87,Same,Yes,,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000022,Trinity Hospital,Trinity,Critical Access Hospital,Critical Access,0,0.05,2163,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444,Kaweah Delta Medical Center,Tulare,Acute Care Hospital,Community (>250 Beds),16,5.99,118683,2.67,1.58,4.24,Worse,No,0.69,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001874,Porterville Developmental Center,Tulare,Acute Care Hospital,Community (<125 Beds),0,0.02,879,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001464,Sierra View Medical Center,Tulare,Acute Care Hospital,Community (125-250 Beds),2,0.78,21214,2.56,0.31,9.26,Same,No,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444,"Kaweah Delta Medical Center, Rehabilitation Unit",Tulare,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6716,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001799,Adventist Health Sonora,Tuolumne,Acute Care Hospital,Community (<125 Beds),0,0.53,16375,0.00,0.00,6.90,Same,Yes,,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000455,Adventist Health Simi Valley,Ventura,Acute Care Hospital,Community (125-250 Beds),1,1.14,28768,0.87,0.04,4.31,Same,No,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000014,"Community Memorial Hospital, San Buenaventura",Ventura,Acute Care Hospital,Major Teaching,4,3.66,45877,1.09,0.35,2.63,Same,No,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000020,Los Robles Hospital & Medical Center,Ventura,Acute Care Hospital,Community (>250 Beds),4,3.49,73553,1.15,0.36,2.77,Same,No,1.41,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000026,St Johns Pleasant Valley Hospital,Ventura,Acute Care Hospital,Community (<125 Beds),0,0.55,13852,0.00,0.00,6.71,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000035,St Johns Regional Medical Center,Ventura,Acute Care Hospital,Community (125-250 Beds),2,2.12,48434,0.94,0.16,3.12,Same,No,1.30,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050001468,Thousand Oaks Surgical Hospital,Ventura,Acute Care Hospital,Community (<125 Beds),0,0.02,1775,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000039,Ventura County Medical Center,Ventura,Acute Care Hospital,Community (125-250 Beds),1,1.64,37609,0.61,0.03,3.02,Same,Yes,0.35,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630010957,"Ventura County Medical Center, Santa Paula Hospital",Ventura,Acute Care Hospital,Community (<125 Beds),0,0.12,5412,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000023,Ojai Valley Community Hospital,Ventura,Critical Access Hospital,Critical Access,0,0.02,1146,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000553,"Los Robles Hospital & Medical Center, East Campus",Ventura,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.17,8678,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000035,"St Johns Regional Medical Center, Rehabilitation Unit",Ventura,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6598,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000149,Sutter Davis Hospital,Yolo,Acute Care Hospital,Community (<125 Beds),1,0.40,15380,2.52,0.06,14.05,Same,No,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000146,Woodland Memorial Hospital,Yolo,Acute Care Hospital,Community (<125 Beds),1,0.51,12075,1.97,0.05,10.99,Same,No,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000261,Adventist Health and Rideout,Yuba,Acute Care Hospital,Community (125-250 Beds),4,2.80,57185,1.43,0.45,3.45,Same,No,,12,
