"FACID"|"FACNAME"|"FAC_TYPE_CODE"|"FAC_FDR"|"SERVICE_TYPE_CODE"|"SERVICE_TYPE_NAME"|"SERVICE_OTHER_NAME"|"IS_OFFSITE_SERVICE"|"OFFSITE_NAME"|"OFFSITE_ADDRESS1"|"OFFSITE_CITY"|"OFFSITE_STATE"|"OFFSITE_ZIP"|"COUNTY_NAME"|"START_DATE"|"LONGITUDE"|"LATITUDE"|"LOCATION"
"010001148"|"SUTTER VISITING NURSE ASSOCIATION & HOSPICE"|"HHA"|"HOME HEALTH AGENCY"|"049"|"INFUSION SERVICES"||"0"||||||"SONOMA"|02/24/2005|||"                          ."
"010001148"|"SUTTER VISITING NURSE ASSOCIATION & HOSPICE"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"SONOMA"|02/24/2005|||"                          ."
"010001148"|"SUTTER VISITING NURSE ASSOCIATION & HOSPICE"|"HHA"|"HOME HEALTH AGENCY"|"045"|"NURSING CARE SERVICES"||"0"||||||"SONOMA"|02/24/2005|||"                          ."
"010001148"|"SUTTER VISITING NURSE ASSOCIATION & HOSPICE"|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"SONOMA"|02/24/2005|||"                          ."
"010001150"|"EAST BAY HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"SOLANO"|04/01/2010|||"                          ."
"010001150"|"EAST BAY HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"SOLANO"|04/01/2010|||"                          ."
"010001150"|"EAST BAY HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"SOLANO"|04/01/2010|||"                          ."
"010001150"|"EAST BAY HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"SOLANO"|04/01/2010|||"                          ."
"010001150"|"EAST BAY HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"SOLANO"|04/01/2010|||"                          ."
"010001150"|"EAST BAY HOME HEALTH SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"045"|"NURSING CARE SERVICES"||"0"||||||"SOLANO"|04/01/2010|||"                          ."
"020000020"|"WINDSOR COUNTRY DRIVE CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|08/08/2005|||"                          ."
"020000020"|"WINDSOR COUNTRY DRIVE CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"201"|"*PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|08/08/2005|||"                          ."
"020000020"|"WINDSOR COUNTRY DRIVE CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|08/08/2005|||"                          ."
"020000026"|"BAY VIEW REHABILITATION HOSPITAL, LLC"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000026"|"BAY VIEW REHABILITATION HOSPITAL, LLC"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000026"|"BAY VIEW REHABILITATION HOSPITAL, LLC"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000026"|"BAY VIEW REHABILITATION HOSPITAL, LLC"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000026"|"BAY VIEW REHABILITATION HOSPITAL, LLC"|"SNF"|"SKILLED NURSING FACILITY"|"026"|"AUDIOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000036"|"WINDSOR PARK CARE CENTER OF FREMONT"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000036"|"WINDSOR PARK CARE CENTER OF FREMONT"|"SNF"|"SKILLED NURSING FACILITY"|"026"|"AUDIOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000037"|"GATEWAY CARE & REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000037"|"GATEWAY CARE & REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000037"|"GATEWAY CARE & REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000040"|"MASONIC HOME"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"|"OCCUPATIONAL THERAPY"|"0"||||||"ALAMEDA"|09/21/2007|||"                          ."
"020000040"|"MASONIC HOME"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"|"SPEECH THERAPY"|"0"||||||"ALAMEDA"|09/21/2007|||"                          ."
"020000040"|"MASONIC HOME"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"|"PHYSICAL THERAPY"|"0"||||||"ALAMEDA"|09/21/2007|||"                          ."
"020000064"|"ST PAULS TOWERS"|"SNF"|"SKILLED NURSING FACILITY"|"054"|"SPEECH THERAPY"||"0"||||||"ALAMEDA"|12/06/2010|||"                          ."
"020000064"|"ST PAULS TOWERS"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|12/06/2010|||"                          ."
"020000064"|"ST PAULS TOWERS"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|12/06/2010|||"                          ."
"020000066"|"VALLEY POINTE NURSING & REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000066"|"VALLEY POINTE NURSING & REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"026"|"AUDIOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000070"|"ALL SAINTS SUBACUTE & TRANSITIONAL CARE"|"SNF"|"SKILLED NURSING FACILITY"|"054"|"SPEECH THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000070"|"ALL SAINTS SUBACUTE & TRANSITIONAL CARE"|"SNF"|"SKILLED NURSING FACILITY"|"026"|"AUDIOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000070"|"ALL SAINTS SUBACUTE & TRANSITIONAL CARE"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000070"|"ALL SAINTS SUBACUTE & TRANSITIONAL CARE"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000079"|"MEDICAL HILL HEALTHCARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000079"|"MEDICAL HILL HEALTHCARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000079"|"MEDICAL HILL HEALTHCARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000087"|"CROWN BAY NURSING & REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/20/2014|||"                          ."
"020000087"|"CROWN BAY NURSING & REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/20/2014|||"                          ."
"020000091"|"PIEDMONT GARDENS HEALTH FACILITY"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000091"|"PIEDMONT GARDENS HEALTH FACILITY"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000091"|"PIEDMONT GARDENS HEALTH FACILITY"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000091"|"PIEDMONT GARDENS HEALTH FACILITY"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000099"|"MCCLURE POST ACUTE"|"SNF"|"SKILLED NURSING FACILITY"|"024"|"SOCIAL SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000099"|"MCCLURE POST ACUTE"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000099"|"MCCLURE POST ACUTE"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000099"|"MCCLURE POST ACUTE"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000099"|"MCCLURE POST ACUTE"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"|"P.T AND O.T"|"0"||||||"ALAMEDA"|12/10/2007|||"                          ."
"020000100"|"MERCY RETIREMENT & CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"|"OCCUPATIONAL THERAPY"|"0"||||||"ALAMEDA"|03/19/2013|||"                          ."
"020000100"|"MERCY RETIREMENT & CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"|"PHYSICAL THERAPY"|"0"||||||"ALAMEDA"|03/19/2013|||"                          ."
"020000115"|"OAKLAND HEALTHCARE & WELLNESS CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000115"|"OAKLAND HEALTHCARE & WELLNESS CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000115"|"OAKLAND HEALTHCARE & WELLNESS CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000116"|"EAST BAY POST-ACUTE"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000116"|"EAST BAY POST-ACUTE"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000116"|"EAST BAY POST-ACUTE"|"SNF"|"SKILLED NURSING FACILITY"|"024"|"SOCIAL SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000116"|"EAST BAY POST-ACUTE"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000128"|"ELMWOOD CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000128"|"ELMWOOD CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000128"|"ELMWOOD CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000128"|"ELMWOOD CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000132"|"FREMONT HEALTHCARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000132"|"FREMONT HEALTHCARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000132"|"FREMONT HEALTHCARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000132"|"FREMONT HEALTHCARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000135"|"BAY AREA HEALTHCARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"017"|"HEMODIALYSIS"||"0"||||||"ALAMEDA"|09/15/2017|||"                          ."
"020000161"|"JOHN MUIR HOME HEALTH SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"CONTRA COSTA"|07/23/2009|||"                          ."
"020000161"|"JOHN MUIR HOME HEALTH SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"CONTRA COSTA"|07/23/2009|||"                          ."
"020000161"|"JOHN MUIR HOME HEALTH SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|07/23/2009|||"                          ."
"020000161"|"JOHN MUIR HOME HEALTH SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"CONTRA COSTA"|07/23/2009|||"                          ."
"020000161"|"JOHN MUIR HOME HEALTH SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"CONTRA COSTA"|07/23/2009|||"                          ."
"020000274"|"THE REHABILITATION CENTER OF OAKLAND"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000274"|"THE REHABILITATION CENTER OF OAKLAND"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"|"OUTPATIENT SERVICES"|"1"||"210 40TH STREET WAY"|"OAKLAND"|"CA"|"94611"|"ALAMEDA"|02/24/2005|||"                          ."
"020000274"|"THE REHABILITATION CENTER OF OAKLAND"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"|"OUTPATIENT SERVICES"|"1"||"210 40TH STREET WAY"|"OAKLAND"|"CA"|"94611"|"ALAMEDA"|02/24/2005|||"                          ."
"020000275"|"WASHINGTON CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000275"|"WASHINGTON CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000275"|"WASHINGTON CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000427"|"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"CONTRA COSTA"|08/19/2003|||"                          ."
"020000427"|"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"CONTRA COSTA"|08/19/2003|||"                          ."
"020000427"|"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|08/19/2003|||"                          ."
"020000427"|"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"CONTRA COSTA"|08/19/2003|||"                          ."
"020000427"|"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"CONTRA COSTA"|08/19/2003|||"                          ."
"020000685"|"CORAM CVS/SPECIALTY INFUSION SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000706"|"SUTTER VISITING NURSE ASSOCIATION AND HOSPICE"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"CONTRA COSTA"|05/18/2016|||"                          ."
"020000706"|"SUTTER VISITING NURSE ASSOCIATION AND HOSPICE"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"CONTRA COSTA"|05/18/2016|||"                          ."
"020000706"|"SUTTER VISITING NURSE ASSOCIATION AND HOSPICE"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|05/18/2016|||"                          ."
"020000706"|"SUTTER VISITING NURSE ASSOCIATION AND HOSPICE"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"CONTRA COSTA"|05/18/2016|||"                          ."
"020000706"|"SUTTER VISITING NURSE ASSOCIATION AND HOSPICE"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"CONTRA COSTA"|05/18/2016|||"                          ."
"020000715"|"KAISER FOUNDATION HOSPITAL HOME HEALTH - MARTINEZ"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"CONTRA COSTA"|11/18/2010|||"                          ."
"020000715"|"KAISER FOUNDATION HOSPITAL HOME HEALTH - MARTINEZ"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"CONTRA COSTA"|11/18/2010|||"                          ."
"020000715"|"KAISER FOUNDATION HOSPITAL HOME HEALTH - MARTINEZ"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"CONTRA COSTA"|11/18/2010|||"                          ."
"020000715"|"KAISER FOUNDATION HOSPITAL HOME HEALTH - MARTINEZ"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|11/18/2010|||"                          ."
"020000715"|"KAISER FOUNDATION HOSPITAL HOME HEALTH - MARTINEZ"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"CONTRA COSTA"|11/18/2010|||"                          ."
"020000763"|"AMEDISYS HOME HEALTH CARE"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000763"|"AMEDISYS HOME HEALTH CARE"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000763"|"AMEDISYS HOME HEALTH CARE"|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000763"|"AMEDISYS HOME HEALTH CARE"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000763"|"AMEDISYS HOME HEALTH CARE"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000763"|"AMEDISYS HOME HEALTH CARE"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000808"|"MORTON BAKAR CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"028"|"SPECIAL TREATMENT PROGRAM"||"0"||||||"ALAMEDA"|10/13/2014|||"                          ."
"020000830"|"COMMUNITY CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000851"|"PROFESSIONAL HOME CARE ASSOCIATES"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000851"|"PROFESSIONAL HOME CARE ASSOCIATES"|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000851"|"PROFESSIONAL HOME CARE ASSOCIATES"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000851"|"PROFESSIONAL HOME CARE ASSOCIATES"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000851"|"PROFESSIONAL HOME CARE ASSOCIATES"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000851"|"PROFESSIONAL HOME CARE ASSOCIATES"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000880"|"OAKLAND HEIGHTS NURSING AND REHABILITATION"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|11/07/2014|||"                          ."
"020000880"|"OAKLAND HEIGHTS NURSING AND REHABILITATION"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|11/07/2014|||"                          ."
"020000880"|"OAKLAND HEIGHTS NURSING AND REHABILITATION"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|11/07/2014|||"                          ."
"020000880"|"OAKLAND HEIGHTS NURSING AND REHABILITATION"|"SNF"|"SKILLED NURSING FACILITY"|"026"|"AUDIOLOGY"||"0"||||||"ALAMEDA"|11/07/2014|||"                          ."
"020000895"|"KINDRED AT HOME"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"020000895"|"KINDRED AT HOME"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"020000895"|"KINDRED AT HOME"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"020000895"|"KINDRED AT HOME"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"020000895"|"KINDRED AT HOME"|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"020000895"|"KINDRED AT HOME"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"020000924"|"MAXIM HEALTHCARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000950"|"CENTER FOR ELDERS INDEPENDENCE/HHA"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000950"|"CENTER FOR ELDERS INDEPENDENCE/HHA"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000950"|"CENTER FOR ELDERS INDEPENDENCE/HHA"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020000950"|"CENTER FOR ELDERS INDEPENDENCE/HHA"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"020001071"|"ASIAN NETWORK PACIFIC HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"ALAMEDA"|01/01/2007|||"                          ."
"020001071"|"ASIAN NETWORK PACIFIC HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"ALAMEDA"|01/01/2007|||"                          ."
"020001071"|"ASIAN NETWORK PACIFIC HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|01/01/2007|||"                          ."
"020001071"|"ASIAN NETWORK PACIFIC HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|01/01/2007|||"                          ."
"020001071"|"ASIAN NETWORK PACIFIC HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"ALAMEDA"|01/01/2007|||"                          ."
"020001173"|"CRESCENT HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"ALAMEDA"|04/11/2016|||"                          ."
"020001174"|"AMEDISYS HOME HEALTH CARE"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"SANTA CLARA"|10/23/2009|||"                          ."
"020001174"|"AMEDISYS HOME HEALTH CARE"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"SANTA CLARA"|10/23/2009|||"                          ."
